Tract,Latitude_x,Longitude_x,Total Population_x,Housing Unit Estimate,Longitude_y,Latitude_y,California County_x,Pollution Burden,Education,Asthma,Asthma Pctl,PM2.5,Tox. Release,Tox. Release Pctl,Pollution Burden Score,California County_y,Total Population_y,Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Latitude,Longitude,Total Population,White Only Percentage,Non White Only Percentage,CNTY_NAME,LOWINCOME,PEOPCOLORPCT,LIFEEXPPCT,DSLPM,CANCER,RESP,RSEI_AIR,D2_DSLPM,D5_DSLPM,D2_PM25,D5_PM25,D2_CANCER,D5_CANCER,D5_RESP,D2_RESP,Shape_Length,Shape_Area
6037574400,33.8050344,-118.102337,5420.0,1978.0,-118.1015045,33.8042037,Los Angeles,58.27,6.7,23.8,14.47,11.59699651,7136.569987,95.36,7.11,Los Angeles,5474,23.24,60.27,4.48,0.0,7.91,33.8050344,-118.102337,5420.0,62.47232472,37.52766835,Los Angeles,720,0.375474957,0.162051282,0.492361257,30.0,0.4,3904.548474,23.49188254,7.027739108,20.74283247,6.205344118,10.49637305,3.140053644,4.261501374,14.24507771,0.074961843,0.000331085
6037980018,33.8185805,-118.1516654,30.0,0.0,-118.1539086,33.8152519,Los Angeles,57.66,,13.39,2.48,11.66903283,31884.28003,99.81,7.04,Los Angeles,0,,,,,,33.8185805,-118.1516654,30.0,26.66666667,73.33088897,Los Angeles,0,0.0,,,,,10668.8321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167525705,0.000721676
6037572201,33.81618,-118.1953378,6141.0,2001.0,-118.1953378,33.81618,Los Angeles,62.2,16.6,71.55,79.37,11.46157855,17793.7238,99.39,7.59,Los Angeles,5592,30.95,22.69,17.56,0.0,26.9,33.81618,-118.1953378,6141.0,20.63181892,79.36816815,Los Angeles,2174,0.786061588,0.196923077,0.332713643,30.0,0.3,6007.434396,40.38894061,13.08000645,48.1103557,15.58059594,24.94611038,8.078827512,3.270001612,10.09723515,0.057974337,0.000151891
6037555202,33.8200771,-118.0728449,3551.0,1111.0,-118.0728449,33.8200771,Los Angeles,50.79,5.7,21.45,10.95,11.66766832,4340.049968,90.69,6.2,Los Angeles,3661,16.77,62.09,2.54,0.0,9.48,33.8200771,-118.0728449,3551.0,54.4635314,45.53645578,Los Angeles,549,0.506920867,0.147692308,0.404827939,30.0,0.4,1758.353707,26.33716377,6.740720532,28.28806477,7.240033165,13.65630714,3.495188424,4.743470004,18.53355969,0.054565072,0.000107512
6037573800,33.8242122,-118.0984125,4371.0,1545.0,-118.0984125,33.8242122,Los Angeles,45.78,3.7,28.72,23.04,11.66333946,4848.056559,92.14,5.59,Los Angeles,4309,19.24,61.34,1.32,5.38,7.71,33.8242122,-118.0984125,4371.0,60.9929078,39.00708327,Los Angeles,465,0.467309016,0.198974359,0.405110984,30.0,0.4,2102.651341,23.24638675,6.329662299,24.96834136,6.798526151,12.05368202,3.282047118,4.454206803,16.35856845,0.054050971,0.000149393
6037573700,33.8262637,-118.1094908,4790.0,1724.0,-118.1094908,33.8262637,Los Angeles,39.68,8.0,29.73,24.56,11.58573049,5118.840006,92.65,4.85,Los Angeles,5009,28.65,54.08,2.04,0.54,8.19,33.8262637,-118.1094908,4790.0,59.10229645,40.89769501,Los Angeles,424,0.550318717,0.165128205,0.406688978,30.0,0.4,2236.167235,25.93401954,5.757813352,27.51536217,6.108899553,13.2832783,2.949123912,4.002382452,18.02730627,0.05574754,0.000177146
6037555211,33.8276553,-118.0768146,5773.0,1448.0,-118.0768628,33.8276575,Los Angeles,58.15,42.0,53.8,61.14,11.67866576,4175.133341,90.06,7.1,Los Angeles,5652,90.15,1.7,0.07,0.0,7.89,33.8276553,-118.0768146,5773.0,14.53317166,85.46681353,Los Angeles,2547,0.972440945,0.169230769,0.40594172,30.0,0.4,1661.300065,58.59466185,21.4961237,62.16750708,22.80686298,30.01189997,11.0102097,14.94242745,40.73043568,0.035859418,7.6594e-05
6037571900,33.8319302,-118.1774538,5769.0,2300.0,-118.1773895,33.8319177,Los Angeles,54.47,4.9,53.01,60.24,11.59019633,16381.75627,99.17,6.65,Los Angeles,5413,31.04,39.42,12.19,0.67,10.16,33.8319302,-118.1774538,5769.0,42.88438204,57.11560806,Los Angeles,930,0.541930937,0.182564103,0.336042953,30.0,0.4,6913.652524,24.34936577,6.840787995,30.34848485,8.526199533,14.82135308,4.16395791,5.651085735,20.11469346,0.073161979,0.000188476
6037571102,33.8359668,-118.1163384,4006.0,1216.0,-118.1163514,33.8359759,Los Angeles,39.13,6.5,33.59,31.29,11.62150813,4877.073364,92.26,4.78,Los Angeles,4073,28.73,44.91,5.62,0.39,17.38,33.8359668,-118.1163384,4006.0,54.89266101,45.10732773,Los Angeles,227,0.505248227,0.150769231,0.393774933,30.0,0.4,1907.84408,22.50099291,5.497773214,25.06439716,6.124101801,11.96255319,2.922866772,3.966747762,16.23489362,0.04869856,0.000122488
6037571504,33.8387012,-118.169799,4935.0,2082.0,-118.1697128,33.8387095,Los Angeles,46.94,13.1,51.48,58.46,11.7349837,10532.30664,97.67,5.73,Los Angeles,4512,39.21,29.74,17.35,0.0,9.53,33.8387012,-118.169799,4935.0,27.01114488,72.98884033,Los Angeles,1366,0.593391642,0.206153846,0.38443387,30.0,0.4,4795.821847,33.5493848,11.4355853,37.42046768,12.75507591,18.06505336,6.157622856,8.356773876,24.51685813,0.049612819,0.000147242
6037577400,33.7629063,-118.135114,3173.0,1668.0,-118.1351139,33.7629063,Los Angeles,35.42,8.8,19.39,8.52,11.55531683,8182.239909,96.32,4.32,Los Angeles,2947,19.65,74.35,1.46,0.0,3.33,33.7629063,-118.135114,3173.0,71.82477151,28.17521961,Los Angeles,493,0.241402337,0.142564103,0.340798208,20.0,0.3,3637.681186,14.09006765,5.581483347,14.90688314,5.905047582,0.612611637,0.242673189,1.375148071,3.471465943,0.036422138,6.28059e-05
6037980007,33.7665067,-118.1007304,5.0,0.0,-118.1007408,33.7663042,Los Angeles,64.52,,,,11.50464038,7443.450114,95.66,7.88,Los Angeles,0,,,,,,33.7665067,-118.1007304,5.0,0,99.980004,Los Angeles,0,0.0,,,,,3782.57777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072314087,0.000263294
6037577602,33.7700579,-118.1126708,3370.0,1594.0,-118.1126708,33.7700579,Los Angeles,58.57,2.6,17.66,5.94,11.48846564,7999.743244,96.21,7.15,Los Angeles,3259,10.06,66.92,4.82,0.37,14.76,33.7700579,-118.1126708,3370.0,70.74183976,29.25815156,Los Angeles,423,0.343431017,0.154871795,0.503377452,30.0,0.4,4068.457418,22.92887719,7.4298531,18.10174514,5.865673471,10.13697728,3.28477716,4.45791186,13.75732631,0.053081611,0.000135212
6037577100,33.7707927,-118.1480649,7051.0,3370.0,-118.1480649,33.7707927,Los Angeles,43.28,6.1,32.48,29.54,11.5700298,9139.366701,96.94,5.29,Los Angeles,7185,26.5,54.04,6.64,0.0,8.28,33.7707927,-118.1480649,7051.0,59.33910084,40.6608934,Los Angeles,1370,0.442471786,0.188717949,0.372950656,20.0,0.3,3894.505144,24.0575622,7.407756328,23.42446848,7.212815401,0.949640613,0.292411434,1.656998126,5.381296807,0.044213229,0.000118292
6037577000,33.776873,-118.1401379,7264.0,3303.0,-118.1401379,33.776873,Los Angeles,54.06,10.1,75.32,82.25,11.56132589,9998.623372,97.37,6.6,Los Angeles,7288,24.22,41.63,11.87,0.44,17.82,33.776873,-118.1401379,7264.0,43.44713656,56.55285565,Los Angeles,2372,0.586137184,0.205128205,0.353187151,20.0,0.3,4340.818377,33.71795993,10.3522068,35.5911799,10.92732942,1.404914997,0.43134195,2.44427105,7.961184983,0.069061352,0.000179946
6037575803,33.7789661,-118.1937148,2684.0,1350.0,-118.1937148,33.7789661,Los Angeles,52.3,30.0,112.45,95.18,11.70661336,12576.83008,98.39,6.39,Los Angeles,3229,61.16,16.79,8.05,0.34,10.5,33.7789661,-118.1937148,2684.0,21.64679583,78.35317498,Los Angeles,1990,0.781102362,0.215384615,0.478556708,30.0,0.3,5536.147478,65.79100507,28.73011019,53.05726215,23.16944372,29.7120668,12.97488847,5.251740572,12.02631275,0.019857195,1.94272e-05
6037576301,33.7789685,-118.1886964,4564.0,1965.0,-118.1886964,33.7789685,Los Angeles,50.23,24.0,120.09,95.89,11.70472748,11929.77344,98.2,6.13,Los Angeles,4165,44.11,13.28,21.66,1.06,15.27,33.7789685,-118.1886964,4564.0,22.26117441,77.73880856,Los Angeles,2543,0.863568216,0.163076923,0.457641051,30.0,0.3,5027.134454,64.13273594,21.63378672,52.85665052,17.83004402,29.59972428,9.98482464,4.04147664,11.98084078,0.029231817,5.33925e-05
6037576401,33.778974,-118.1785058,4060.0,1334.0,-118.1785058,33.778974,Los Angeles,42.26,48.6,84.76,87.61,11.66802231,10961.86995,97.87,5.16,Los Angeles,5021,66.6,6.01,11.35,0.0,9.46,33.778974,-118.1785058,4060.0,14.28571429,85.7142646,Los Angeles,2474,0.933158585,,0.429222218,30.0,0.3,4519.248669,64.10026211,28.00457546,55.25884666,24.14187543,30.94495412,13.51945022,5.472158424,12.52533857,0.023218231,3.1539e-05
6037576903,33.7807787,-118.1567668,3814.0,1414.0,-118.1567668,33.7807787,Los Angeles,47.86,35.8,93.2,90.54,11.61841941,10339.30989,97.51,5.84,Los Angeles,3644,54.42,16.79,12.35,0.0,15.29,33.7807787,-118.1567668,3814.0,21.28998427,78.70999509,Los Angeles,1784,0.822604568,0.216410256,0.371285456,30.0,0.3,4171.767971,51.36932659,18.83561428,51.36932661,18.83561428,28.38831206,10.40915526,4.21322951,11.49050726,0.024688593,3.16062e-05
